team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2016,CAR,2016020404,CAR,L.A,AWAY,20161208,Team Level,other,0.8695,0.5,0.5,116,0.406,0.453,0.01,0.01,0.018,0.247,0.262,0.453,0.453,0.453,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.453,0,0,0,1,1,1,0,0.003,0,0,0.456,0.456,0.456,0.418,0.068,0.054,0.087,0.032,0.595,0.165,0.068,0.068,0.068,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.068,0,0,0,0,0,1,1,1,0,0.015,0,0,0.082,0.082,0.082
CAR,2016,CAR,2016020404,CAR,L.A,AWAY,20161208,Team Level,all,0.4322,0.383,0.3968,3600,17.598,1.566,1.002,3.576,0.502,9.477,8.878,1.563,1.671,1.667,18,7,11,36,3,0,0,4,0,5,13,15,22,3,6,18,11,2,12,19,5,1,0.571,0.542,0.453,0,3,0,39.814,25,27.35,11,0.207,0,0,1.773,1.896,1.892,25.809,2.057,1.872,6.375,0.882,16.449,10.365,2.03,1.923,1.897,22,16,20,58,1,1,0,4,4,11,17,21,37,0,0,29,23,1,7,29,9,0,1.003,1.054,0,1,0,0,53.657,38,35.399,3,0.406,0.102,0.102,2.361,2.204,2.173
CAR,2016,CAR,2016020404,CAR,L.A,AWAY,20161208,Team Level,5on5,0.3997,0.4024,0.4314,3126,16.08,1.012,0.934,3.476,0.454,8.966,7.158,1.009,1.116,1.113,17,5,11,33,2,0,0,4,0,3,13,15,20,3,6,13,10,2,12,18,4,0,0.57,0.442,0,0,2,0,36.814,22,24.35,11,0.191,0,0,1.202,1.326,1.322,19.755,1.52,1.333,4.996,0.665,12.089,8.396,1.509,1.386,1.376,17,12,20,49,1,0,0,3,3,8,14,16,28,0,0,25,23,1,4,22,7,0,0.692,0.829,0,1,0,0,44.657,29,26.399,3,0.275,0,0,1.795,1.637,1.624
CAR,2016,CAR,2016020404,CAR,L.A,AWAY,20161208,Team Level,4on5,0.1772,0.2,0.2,358,1.112,0.101,0.059,0.09,0.029,0.264,1.457,0.101,0.101,0.101,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,1,1,0,0.001,0.1,0,0,1,0,2,2,2,0,0.013,0,0,0.114,0.114,0.114,5.636,0.469,0.485,1.292,0.185,3.765,1.805,0.454,0.469,0.454,5,3,0,8,0,1,0,1,0,3,3,5,8,0,0,3,0,0,3,6,2,0,0.243,0.226,0,0,0,0,8,8,8,0,0.117,0.102,0.102,0.484,0.484,0.467
CAR,2016,CAR,2016020404,CAR,L.A,AWAY,20161208,Team Level,5on4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020420,CAR,S.J,AWAY,20161210,Team Level,other,0.3871,0.6667,0.6667,238,3.026,0.523,0.275,0.641,0.137,1.833,0.592,0.504,0.523,0.504,4,0,4,8,0,0,0,2,1,1,0,4,4,0,0,2,0,0,1,2,1,1,0.089,0.176,0.258,0,0,0,8,4,4,0,0.097,0,0.176,0.444,0.444,0.432,1.569,0.828,0.04,0.198,0.028,0.423,0.483,0.828,0.828,0.828,1,1,2,4,0,0,0,0,0,0,2,1,2,0,0,5,0,1,2,1,0,1,0.03,0,0.797,0,0,0,4,2,2,1,0.01,0,0,0.837,0.837,0.837
CAR,2016,CAR,2016020420,CAR,S.J,AWAY,20161210,Team Level,all,0.6268,0.6071,0.5641,3600,32.401,4.246,2.503,6.619,1.042,17.706,11.884,4.144,4.238,4.138,33,11,24,68,3,2,0,7,2,16,14,30,41,2,4,32,12,8,21,29,10,5,1.082,1.254,1.909,0,0,3,66.065,44,42.686,3,0.6,0.284,0.459,4.387,4.382,4.321,23.353,2.528,1.409,5.327,0.763,13.743,10.229,2.519,2.53,2.521,20,14,10,44,4,1,1,2,2,8,17,16,30,3,6,24,23,9,26,26,6,2,0.768,0.672,1.088,2,1,1,45.028,34,35.188,12,0.294,0.291,0.291,2.531,2.529,2.524
CAR,2016,CAR,2016020420,CAR,S.J,AWAY,20161210,Team Level,5on5,0.574,0.587,0.5152,3215,24.382,2.291,1.79,5.378,0.788,13.757,9.998,2.208,2.284,2.202,23,11,20,54,0,2,0,5,1,14,12,23,34,2,4,26,12,8,19,24,9,1,0.958,1.079,0.255,0,0,0,52.065,34,32.686,3,0.377,0.284,0.284,2.384,2.379,2.331,21.784,1.7,1.37,5.129,0.735,13.319,9.746,1.691,1.703,1.693,19,13,6,38,4,1,1,2,2,8,15,15,28,3,6,19,23,8,22,25,6,1,0.737,0.672,0.291,2,1,1,39.028,32,33.188,11,0.284,0.291,0.291,1.693,1.691,1.686
CAR,2016,CAR,2016020420,CAR,S.J,AWAY,20161210,Team Level,4on5,1,0.3333,1,50,0.841,0.233,0.077,0.071,0.022,0.202,0.394,0.233,0.233,0.233,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.233,0,0,1,1,1,1,0,0.018,0,0,0.251,0.251,0.251,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020420,CAR,S.J,AWAY,20161210,Team Level,5on4,1,1,1,97,4.152,1.199,0.361,0.529,0.095,1.914,0.901,1.199,1.199,1.199,5,0,0,5,2,0,0,0,0,1,2,3,3,0,0,2,0,0,1,3,0,2,0.036,0,1.163,0,0,2,5,5,5,0,0.108,0,0,1.307,1.307,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020434,CAR,VAN,HOME,20161213,Team Level,other,0.9263,0.5,0.5,40,0.48,0.616,0.005,0.004,0.012,0.129,0.234,0.616,0.616,0.616,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.616,0,0,1,1,1,1,0,0.002,0,0,0.618,0.618,0.618,0.709,0.049,0.054,0.16,0.022,0.512,0.204,0.049,0.049,0.049,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.049,0,0,0,0,0,1,1,1,0,0.018,0,0,0.066,0.066,0.066
CAR,2016,CAR,2016020434,CAR,VAN,HOME,20161213,Team Level,all,0.535,0.5323,0.5313,3600,35.876,3.631,2.437,8.757,1.133,21.125,13.917,3.513,3.561,3.444,36,15,15,66,8,3,2,10,1,16,13,28,43,3,9,32,11,10,16,40,5,6,1.116,0.524,1.991,3,1,4,64.589,51,50.142,8,0.518,0.962,0.962,3.187,3.123,3.098,33.085,3.156,2.493,8.448,1.081,17.654,12.167,2.865,3.262,2.957,34,11,13,58,6,7,3,3,1,15,13,28,39,4,11,32,15,9,3,31,12,2,0.838,1.586,0.732,2,2,2,58.576,45,45.197,1,0.557,1.333,1.333,2.38,2.446,2.373
CAR,2016,CAR,2016020434,CAR,VAN,HOME,20161213,Team Level,5on5,0.419,0.5278,0.5309,3045,30.115,2.195,1.975,7.616,0.95,18.1,12.164,2.092,2.125,2.023,29,14,14,57,5,2,1,9,0,14,13,24,38,3,9,29,11,9,12,36,4,3,0.939,0.414,0.842,3,1,1,55.589,43,42.142,8,0.405,0.631,0.631,1.969,1.904,1.885,27.995,3.044,2.121,6.878,0.914,14.355,10.688,2.754,3.149,2.846,28,10,13,51,6,7,3,3,1,11,10,22,32,4,11,25,15,9,3,24,12,2,0.726,1.586,0.732,2,2,2,51.576,38,38.197,1,0.443,1.333,1.333,2.154,2.219,2.149
CAR,2016,CAR,2016020434,CAR,VAN,HOME,20161213,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.381,0.064,0.319,1.41,0.145,2.787,1.276,0.063,0.064,0.063,5,1,0,6,0,0,0,0,0,4,2,5,6,0,0,3,0,0,0,6,0,0,0.064,0,0,0,0,0,6,6,6,0,0.096,0,0,0.16,0.16,0.158
CAR,2016,CAR,2016020434,CAR,VAN,HOME,20161213,Team Level,5on4,1,1,1,275,5.28,0.821,0.456,1.138,0.17,2.896,1.519,0.805,0.821,0.805,6,1,1,8,2,1,1,1,1,2,0,4,5,0,0,1,0,1,4,4,1,2,0.177,0.11,0.534,0,0,2,8,7,7,0,0.111,0.331,0.331,0.601,0.601,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020456,CAR,WSH,HOME,20161216,Team Level,other,0.6131,0.5833,0.6,39,4.638,0.485,0.282,1.044,0.139,2.159,1.891,0.485,0.485,0.485,6,0,1,7,0,0,0,3,0,1,2,6,6,0,0,3,0,1,1,4,1,1,0.146,0.136,0.203,0,0,0,7,6,6,0,0.075,0,0,0.56,0.56,0.56,3.012,0.306,0.156,0.535,0.095,1.324,1.585,0.306,0.306,0.306,4,0,1,5,0,0,0,1,0,0,3,4,4,0,0,3,1,1,2,2,2,0,0.097,0.209,0,0,0,0,5,4,4,0,0.045,0,0,0.351,0.351,0.351
CAR,2016,CAR,2016020456,CAR,WSH,HOME,20161216,Team Level,all,0.6191,0.521,0.55,3900,32.5,3.817,2.518,6.979,1.083,17.443,12.161,3.726,3.79,3.699,30,14,18,62,3,2,0,5,2,15,17,27,41,2,4,33,18,13,10,24,17,3,0.932,2.077,0.808,0,2,1,62.293,44,44.365,2,0.572,0.518,0.518,3.871,3.84,3.768,26.748,2.348,1.697,5.99,0.886,13.289,11.79,2.327,2.419,2.397,26,10,21,57,3,2,1,5,0,10,16,23,33,6,12,25,24,10,11,26,8,2,0.933,0.823,0.592,0,1,2,57.531,36,36.468,5,0.388,0.267,0.267,2.47,2.531,2.516
CAR,2016,CAR,2016020456,CAR,WSH,HOME,20161216,Team Level,5on5,0.5372,0.4684,0.4815,3195,19.05,1.855,1.248,4.156,0.603,10.29,7.847,1.835,1.828,1.809,18,8,11,37,2,0,0,2,1,11,10,16,24,2,4,22,18,12,8,17,8,1,0.638,0.987,0.23,0,1,1,37.293,26,26.365,2,0.257,0,0,2.112,2.082,2.058,20.608,1.598,1.24,4.63,0.676,10.637,9.219,1.577,1.669,1.647,20,8,14,42,2,1,1,4,0,10,11,18,26,5,10,20,22,9,9,21,6,1,0.767,0.613,0.218,0,1,1,42.531,28,28.468,5,0.254,0.218,0.218,1.635,1.696,1.682
CAR,2016,CAR,2016020456,CAR,WSH,HOME,20161216,Team Level,4on5,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129,0.444,0.302,0.825,0.114,1.328,0.986,0.444,0.444,0.444,2,2,6,10,1,1,0,0,0,0,2,1,3,0,0,0,0,0,0,3,0,1,0.07,0,0.375,0,0,1,10,4,4,0,0.089,0.049,0.049,0.484,0.484,0.483
CAR,2016,CAR,2016020456,CAR,WSH,HOME,20161216,Team Level,5on4,1,1,1,477,8.812,1.477,0.987,1.778,0.341,4.994,2.423,1.406,1.477,1.406,6,6,6,18,1,2,0,0,1,3,5,5,11,0,0,5,0,0,1,3,8,1,0.148,0.955,0.374,0,1,0,18,12,12,0,0.239,0.518,0.518,1.199,1.199,1.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020466,CAR,BUF,HOME,20161217,Team Level,other,0.7582,0.7273,0.7273,0,5.181,0.486,0.288,1.123,0.205,2.698,3.199,0.459,0.486,0.459,6,2,0,8,0,1,0,2,0,2,3,6,8,0,0,4,0,1,1,6,2,0,0.249,0.238,0,0,0,0,8,8,8,1,0.071,0.131,0.131,0.427,0.427,0.413,2.301,0.155,0.09,0.462,0.057,0.946,1.289,0.155,0.155,0.155,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,0,0,1,0,3,0,0,0.155,0,0,0,0,0,3,3,3,0,0.025,0,0,0.18,0.18,0.18
CAR,2016,CAR,2016020466,CAR,BUF,HOME,20161217,Team Level,all,0.547,0.4455,0.4667,3900,24.618,2.26,1.496,5.898,0.832,13.473,11.042,2.189,2.246,2.176,22,13,14,49,1,1,0,6,0,13,14,21,34,0,0,28,20,9,7,25,9,1,0.925,1.098,0.237,0,0,1,49.312,35,35.463,2,0.323,0.131,0.131,2.452,2.436,2.372,28.529,1.872,1.667,6.661,0.895,15.842,13.063,1.857,1.9,1.884,24,16,21,61,1,0,0,3,0,20,16,23,39,1,2,19,35,12,3,31,8,1,0.733,0.904,0.235,0,1,0,60.309,40,39.413,2,0.351,0,0,2.223,2.255,2.237
CAR,2016,CAR,2016020466,CAR,BUF,HOME,20161217,Team Level,5on5,0.5041,0.4211,0.4262,3780,18.737,1.714,1.159,4.615,0.609,10.32,7.583,1.671,1.701,1.657,16,10,14,40,1,0,0,4,0,10,11,15,25,0,0,23,20,8,6,18,7,1,0.617,0.86,0.237,0,0,1,40.312,26,26.463,1,0.24,0,0,1.955,1.938,1.888,24.753,1.686,1.533,5.989,0.799,14.327,10.666,1.671,1.713,1.698,21,14,20,55,1,0,0,3,0,18,13,20,34,1,2,19,35,10,3,26,8,1,0.547,0.904,0.235,0,1,0,54.309,35,34.413,2,0.316,0,0,2.002,2.034,2.017
CAR,2016,CAR,2016020466,CAR,BUF,HOME,20161217,Team Level,4on5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020466,CAR,BUF,HOME,20161217,Team Level,5on4,0.6556,0.25,0.3333,120,0.7,0.059,0.049,0.16,0.018,0.454,0.259,0.059,0.059,0.059,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.059,0,0,0,0,0,1,1,1,0,0.012,0,0,0.071,0.071,0.071,1.475,0.031,0.043,0.209,0.04,0.569,1.108,0.031,0.031,0.031,1,1,1,3,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2,0,0,0.031,0,0,0,0,0,3,2,2,0,0.009,0,0,0.041,0.041,0.04
CAR,2016,CAR,2016020477,CAR,DET,HOME,20170327,Team Level,other,0.3504,0.5455,0.5714,108,2.651,0.239,0.209,0.481,0.083,1.832,1.155,0.239,0.239,0.239,4,0,2,6,1,0,0,0,0,2,1,3,3,0,0,2,0,1,1,3,1,0,0.139,0.101,0,1,0,0,6,4,4,1,0.053,0,0,0.292,0.292,0.292,2.411,0.443,0.134,0.466,0.061,0.867,1.029,0.443,0.443,0.443,3,0,2,5,1,0,0,0,0,0,2,2,2,0,0,1,0,1,0,1,1,1,0.025,0.092,0.325,0,0,1,5,3,3,0,0.038,0,0,0.481,0.481,0.481
CAR,2016,CAR,2016020477,CAR,DET,HOME,20170327,Team Level,all,0.4778,0.6,0.5957,3719,39.137,3.121,2.712,9.259,1.329,23.478,16.101,2.922,3.059,2.861,42,14,19,75,3,3,0,8,1,24,17,39,53,3,6,32,27,15,13,44,10,2,1.38,1.12,0.621,3,0,0,73.577,56,55.118,4,0.596,0.517,0.517,3.2,3.127,2.997,27.733,3.411,1.78,5.815,0.841,14.227,11.926,3.388,3.526,3.501,27,11,12,50,4,1,1,6,1,12,14,23,34,2,4,23,25,9,9,27,4,7,0.608,0.398,2.406,0,0,4,51.398,38,38.991,6,0.394,0.758,0.758,3.047,3.176,3.158
CAR,2016,CAR,2016020477,CAR,DET,HOME,20170327,Team Level,5on5,0.4247,0.5682,0.5672,3026,25.969,1.567,1.511,6.658,0.911,15.522,11.831,1.47,1.506,1.409,26,12,12,50,2,1,0,6,1,14,14,24,36,2,4,25,26,12,10,34,3,1,0.931,0.344,0.292,2,0,0,48.577,38,37.118,2,0.304,0.124,0.124,1.747,1.674,1.614,20.948,2.123,1.354,4.685,0.653,11.258,8.926,2.111,2.238,2.224,20,9,9,38,2,0,0,6,1,9,11,18,27,2,4,17,25,7,8,21,3,5,0.495,0.305,1.323,0,0,2,39.398,29,29.991,5,0.279,0,0,2.402,2.532,2.514
CAR,2016,CAR,2016020477,CAR,DET,HOME,20170327,Team Level,4on5,0,0.1667,0,262,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.928,0.783,0.22,0.5,0.088,1.624,0.784,0.773,0.783,0.773,3,1,1,5,1,1,1,0,0,2,0,2,3,0,0,3,0,0,0,3,0,1,0.026,0,0.758,0,0,1,5,4,4,0,0.061,0.758,0.758,0.086,0.086,0.086
CAR,2016,CAR,2016020477,CAR,DET,HOME,20170327,Team Level,5on4,0.9549,0.9,0.875,323,10.517,1.314,0.993,2.12,0.335,6.123,3.115,1.213,1.314,1.213,12,2,4,18,0,2,0,2,0,8,2,12,14,1,2,5,0,0,1,7,6,1,0.31,0.675,0.329,0,0,0,18,14,14,0,0.24,0.393,0.393,1.16,1.16,1.091,1.447,0.062,0.072,0.163,0.038,0.477,1.188,0.061,0.062,0.061,1,1,0,2,0,0,0,0,0,1,1,1,2,0,0,2,0,1,1,2,0,0,0.062,0,0,0,0,0,2,2,2,1,0.015,0,0,0.077,0.077,0.076
CAR,2016,CAR,2016020495,CAR,BUF,AWAY,20161222,Team Level,other,0.9621,0.6667,0.5,85,0.883,0.915,0.016,0.006,0.004,0.032,0.028,0.915,0.915,0.915,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.915,0,0,1,2,1,1,0,0.003,0,0,0.918,0.918,0.918,0.706,0.036,0.055,0.172,0.027,0.472,0.238,0.036,0.036,0.036,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.036,0,0,0,0,0,1,1,1,0,0.014,0,0,0.05,0.05,0.05
CAR,2016,CAR,2016020495,CAR,BUF,AWAY,20161222,Team Level,all,0.5956,0.5568,0.5634,3600,29.753,2.564,2.143,6.471,0.908,16.046,11.868,2.526,2.725,2.682,34,6,9,49,3,3,0,4,0,11,19,31,37,3,9,16,15,4,5,33,6,1,0.983,0.666,0.915,0,2,1,53.791,40,43.953,3,0.47,0.096,0.096,2.938,3.125,3.086,23.024,1.741,1.701,5.02,0.651,12.891,8.996,1.721,1.62,1.601,23,8,8,39,1,0,0,4,1,7,18,22,30,5,13,31,30,5,6,23,8,0,0.725,1.016,0,0,1,0,35.692,31,28.417,2,0.357,0,0,2.098,1.951,1.928
CAR,2016,CAR,2016020495,CAR,BUF,AWAY,20161222,Team Level,5on5,0.5005,0.5211,0.5254,2795,22.708,1.504,1.5,5.008,0.692,12.677,9.619,1.466,1.665,1.623,25,6,6,37,2,1,0,2,0,10,16,23,29,3,9,9,15,4,3,25,6,0,0.838,0.666,0,0,2,0,41.791,31,34.953,1,0.308,0.061,0.061,1.752,1.939,1.901,20.898,1.501,1.531,4.633,0.584,11.428,8.323,1.481,1.379,1.361,21,7,6,34,1,0,0,4,1,7,15,20,27,5,13,21,29,5,5,21,7,0,0.617,0.884,0,0,1,0,30.692,28,25.417,2,0.315,0,0,1.816,1.669,1.646
CAR,2016,CAR,2016020495,CAR,BUF,AWAY,20161222,Team Level,4on5,0.2555,0.2,0.3333,240,0.813,0.07,0.022,0.149,0.023,0.212,0.524,0.07,0.07,0.07,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.07,0,0,0,0,0,1,1,1,0,0.005,0,0,0.075,0.075,0.075,1.42,0.204,0.115,0.215,0.04,0.99,0.435,0.204,0.204,0.204,1,1,2,4,0,0,0,0,0,0,2,1,2,0,0,4,0,0,1,1,1,0,0.072,0.132,0,0,0,0,4,2,2,0,0.028,0,0,0.232,0.232,0.232
CAR,2016,CAR,2016020495,CAR,BUF,AWAY,20161222,Team Level,5on4,1,1,1,480,5.348,0.075,0.605,1.308,0.189,3.125,1.698,0.075,0.075,0.075,7,0,2,9,0,2,0,1,0,1,3,7,7,0,0,5,0,0,2,7,0,0,0.075,0,0,0,0,0,9,7,7,2,0.153,0.035,0.035,0.192,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020511,CAR,BOS,HOME,20161223,Team Level,other,1,1,1,1203,1.457,0.152,0.084,0.282,0.05,0.76,0.672,0.152,0.152,0.152,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,0.067,0.085,0,1,0,0,2,2,2,0,0.02,0,0,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020511,CAR,BOS,HOME,20161223,Team Level,all,0.3248,0.4336,0.4026,3781,22.77,1.554,1.269,6.192,0.744,12.232,9.009,1.512,1.518,1.476,23,8,18,49,3,1,0,6,1,13,7,20,28,3,6,30,26,18,14,27,2,2,0.782,0.196,0.577,2,0,1,46.633,31,29.595,3,0.28,0.028,0.028,1.806,1.763,1.713,34.282,3.23,2.119,7.956,1.11,17.602,13.983,3.135,3.429,3.33,33,13,18,64,2,5,1,2,2,12,23,31,44,2,4,31,11,17,5,37,5,4,0.918,0.732,1.581,0,0,2,68.594,46,49.049,4,0.471,0.878,0.878,2.824,2.969,2.891
CAR,2016,CAR,2016020511,CAR,BOS,HOME,20161223,Team Level,5on5,0.1856,0.3913,0.3607,2338,16.228,0.542,0.731,4.788,0.526,8.666,6.747,0.537,0.506,0.501,16,6,14,36,1,1,0,6,1,8,5,15,21,3,6,26,25,14,10,22,0,0,0.542,0,0,1,0,0,33.633,22,20.595,3,0.148,0.028,0.028,0.662,0.618,0.613,28.799,2.378,1.598,6.797,0.933,14.704,12.59,2.34,2.576,2.536,28,11,17,56,1,4,1,1,2,10,21,27,38,2,4,25,10,13,5,31,5,3,0.82,0.732,0.826,0,0,1,60.594,39,42.049,4,0.327,0.832,0.832,1.873,2.018,2
CAR,2016,CAR,2016020511,CAR,BOS,HOME,20161223,Team Level,4on5,0.2945,0.1111,0.125,0,0.902,0.356,0.081,0.062,0.015,0.174,0.312,0.356,0.356,0.356,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0.356,0,0,1,1,1,1,0,0.018,0,0,0.374,0.374,0.374,5.482,0.853,0.52,1.159,0.177,2.898,1.393,0.795,0.853,0.795,5,2,1,8,1,1,0,1,0,2,2,4,6,0,0,2,0,3,0,6,0,1,0.098,0,0.755,0,0,1,8,7,7,0,0.144,0.046,0.046,0.951,0.951,0.892
CAR,2016,CAR,2016020511,CAR,BOS,HOME,20161223,Team Level,5on4,1,1,1,240,4.182,0.504,0.373,1.059,0.154,2.632,1.277,0.467,0.504,0.467,5,1,4,10,0,0,0,0,0,4,2,5,6,0,0,1,1,0,3,4,1,1,0.173,0.111,0.22,0,0,0,10,6,6,0,0.094,0,0,0.598,0.598,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020528,CAR,PIT,AWAY,20161228,Team Level,other,1,0.8,1,147,0.649,0.065,0.054,0.133,0.02,0.547,0.181,0.065,0.065,0.065,1,0,3,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.065,0,0,0,0,0,4,1,1,0,0.019,0,0,0.084,0.084,0.084,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
